source,entity_type,credential_type,credential_number,linked_licensee_number,name,abn_acn,locality,state,postcode,start_date,end_date,status,latitude,longitude,distance_km,dataset_url,dedupe_key
asic_credit_representative,representative,credit_rep,366007,384312,RBM MORTGAGE MANAGEMENT PTY. LTD.,82005076808,BOX HILL,VIC,3128,2010-11-23,,APPR,-37.8180929,145.1928003,20.18,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:82005076808
asic_credit_representative,representative,credit_rep,366009,384312,H.L.G.M. MORTGAGE PTY. LTD.,36056823495,BOX HILL,VIC,3128,2010-11-23,,APPR,-37.8180929,145.1928003,20.18,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:36056823495
asic_credit_representative,representative,credit_rep,366574,390689,BALMAIN NB COMMERCIAL MORTGAGES (MELBOURNE) PTY LIMITED,88109361042,MELBOURNE,VIC,3000,2011-03-16,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:88109361042
asic_credit_representative,representative,credit_rep,367187,389087,FRANCON HOME LOANS PTY. LTD.,13144034828,PASCOE VALE,VIC,3044,2025-12-08,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:13144034828
asic_credit_representative,representative,credit_rep,367197,390222,ADVANTAGE MORTGAGE SOLUTIONS PTY. LTD.,39121421716,MELBOURNE,VIC,3004,2015-10-21,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:39121421716
asic_credit_representative,representative,credit_rep,367925,246786,CD MORTGAGE ADVISOR PTY LTD,39107411594,PORT MELBOURNE,VIC,3207,2011-02-28,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:39107411594
asic_credit_representative,representative,credit_rep,368366,246786,LENDING OPTIONS AUSTRALIA PTY LTD,67107771808,ASPENDALE,VIC,3195,2011-02-28,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:67107771808
asic_credit_representative,representative,credit_rep,368901,389087,LIFESAVER HOME LOANS PTY LTD,39119319863,DANDENONG,VIC,3175,2011-03-31,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:39119319863
asic_credit_representative,representative,credit_rep,369391,389087,MORTGAGE MONEY MANAGERS PTY. LTD.,82080242762,DANDENONG,VIC,3175,2018-11-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:82080242762
asic_credit_representative,representative,credit_rep,370299,383640,SOUTHERN CROSS BROKERS FINANCIAL SERVICES PTY LTD,23135481220,PORT MELBOURNE,VIC,3207,2011-01-12,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:23135481220
asic_credit_representative,representative,credit_rep,374118,390222,MINT LENDING PTY LTD,28123379091,PORT MELBOURNE,VIC,3207,2011-05-27,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:28123379091
asic_credit_representative,representative,credit_rep,377334,563763,TAYLORED MORTGAGE SOLUTIONS PTY LTD,83124860439,HAWTHORN,VIC,3122,2025-11-12,,APPR,-38.102241,145.2517182,40.87,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:83124860439
asic_credit_representative,representative,credit_rep,378604,246786,JEWEL HOME LOANS PTY LTD,59144904101,HEIDELBERG,VIC,3084,2011-12-19,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:59144904101
asic_credit_representative,representative,credit_rep,378926,246786,LIZARD HOME LOANS PTY LTD,136766446,BOX HILL SOUTH,VIC,3128,2011-02-28,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:136766446
asic_credit_representative,representative,credit_rep,380165,384704,SCR MORTGAGES PTY LTD,12125039956,ST KILDA,VIC,3182,2022-09-05,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:12125039956
asic_credit_representative,representative,credit_rep,387118,364253,MARKARNA BROKERS PTY LTD,125151813,GEELONG,VIC,3220,2015-07-23,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:125151813
asic_credit_representative,representative,credit_rep,389695,385082,B-SURE MORTGAGE SERVICES PTY LTD,69077945209,CHELSEA HEIGHTS,VIC,3196,2010-11-19,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:69077945209
asic_credit_representative,representative,credit_rep,391757,391209,ROBERT TREWIN MORTGAGE BROKING PTY LTD,79107465234,BAIRNSDALE,VIC,3875,2011-02-15,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:79107465234
asic_credit_representative,representative,credit_rep,391919,388051,INTERPRAC MORTGAGE MANAGEMENT PTY LTD,27117954597,SOUTH MELBOURNE,VIC,3205,2011-01-07,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:27117954597
asic_credit_representative,representative,credit_rep,392896,384704,SMART CHOICE MORTGAGE (AUSTRALIA) PTY LTD,27097657639,BOX HILL SOUTH,VIC,3128,2022-04-11,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:27097657639
asic_credit_representative,representative,credit_rep,393022,364253,MAKE YOUR DAY HOME LOANS PTY LTD,15147131851,MOYHU,VIC,3732,2015-08-05,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:15147131851
asic_credit_representative,representative,credit_rep,393137,246786,FIRST RATE MORTGAGE BROKERS PTY. LTD.,117481982,TRARALGON,VIC,3844,2012-10-05,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:117481982
asic_credit_representative,representative,credit_rep,393181,391209,MOBILE MORTGAGE SOLUTIONS PTY. LTD.,102428964,VERMONT SOUTH,VIC,3133,2011-02-15,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:102428964
asic_credit_representative,representative,credit_rep,393448,389328,SOUTHERN MORTGAGE SOLUTIONS PTY LTD,83111714053,SOMERVILLE,VIC,3912,2025-01-29,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:83111714053
asic_credit_representative,representative,credit_rep,393786,387025,ALPHALOAN MORTGAGE GROUP PTY. LTD.,48120187386,ASHBURTON,VIC,3147,2021-05-21,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:48120187386
asic_credit_representative,representative,credit_rep,393833,391209,NATIONAL MORTGAGE BROKERS (WA) PTY LTD,56105269663,MELBOURNE,VIC,3000,2011-02-15,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:56105269663
asic_credit_representative,representative,credit_rep,394440,393195,MORTGAGE & CAPITAL SOLUTIONS PTY LTD,35124340512,WEST MELBOURNE,VIC,3003,2015-06-05,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:35124340512
asic_credit_representative,representative,credit_rep,396696,391237,MORTGAGE SOLUTIONS VICTORIA PTY. LTD.,32092435937,FERNY CREEK,VIC,3786,2012-11-22,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:32092435937
asic_credit_representative,representative,credit_rep,396759,391237,PEPPERCORN MORTGAGE SERVICES PTY LTD,81122728947,CAMBERWELL,VIC,3124,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:81122728947
asic_credit_representative,representative,credit_rep,396766,509484,BUYER'S CHOICE HOME LOAN ADVISORY SERVICE PTY LTD,28097875539,SCORESBY,VIC,3179,2019-10-16,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:28097875539
asic_credit_representative,representative,credit_rep,396861,391237,PROFESSIONAL MORTGAGE FINANCE SERVICES PTY. LTD.,81087298397,ELSTERNWICK,VIC,3185,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:81087298397
asic_credit_representative,representative,credit_rep,396865,487823,SETTLEMENT HOME LOANS PTY. LTD.,115031877,WHEELERS HILL,VIC,3150,2019-04-08,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:115031877
asic_credit_representative,representative,credit_rep,396891,389087,PINNACLE HOME LOANS PTY LTD,75077403260,NARRE WARREN,VIC,3805,2022-04-20,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:75077403260
asic_credit_representative,representative,credit_rep,396898,391237,MORTGAGE FINESSE PTY. LTD.,38138644407,EDITHVALE,VIC,3196,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:38138644407
asic_credit_representative,representative,credit_rep,396900,391237,HCA LENDING PTY. LTD.,107400359,PRESTON,VIC,3072,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:107400359
asic_credit_representative,representative,credit_rep,396943,391237,HOME LOAN SAINT PTY LTD,122538989,WANTIRNA,VIC,3152,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:122538989
asic_credit_representative,representative,credit_rep,396953,391237,MORTGAGE LOANS MADE EASY PTY LTD,83007090851,SOUTH MELBOURNE,VIC,3205,2013-04-19,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:83007090851
asic_credit_representative,representative,credit_rep,396976,391237,HOME LOANS AUSTRALIA PTY LTD,16136603033,WARRANDYTE SOUTH,VIC,3134,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:16136603033
asic_credit_representative,representative,credit_rep,397000,509484,LENDING SPECIALISTS PTY LTD,75089571166,SCORESBY,VIC,3179,2020-02-25,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:75089571166
asic_credit_representative,representative,credit_rep,397037,391237,AAA MORTGAGE SERVICES PTY LTD,60101566787,LYSTERFIELD,VIC,3156,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:60101566787
asic_credit_representative,representative,credit_rep,397076,391237,M GROUP LENDING PTY. LTD.,43104881183,WENDOUREE,VIC,3355,2011-01-04,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:43104881183
asic_credit_representative,representative,credit_rep,397084,509484,PKM LOAN AND MORTGAGE ADVISORS PTY LTD,99129936867,CROYDON,VIC,3136,2020-02-25,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:99129936867
asic_credit_representative,representative,credit_rep,397286,391237,MORTGAGE LIFE HOME LOANS PTY LTD,43140740245,WANTIRNA,VIC,3152,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:43140740245
asic_credit_representative,representative,credit_rep,397471,391237,RESULTS HOME LOANS PTY. LTD.,58006828379,MALVERN EAST,VIC,3145,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:58006828379
asic_credit_representative,representative,credit_rep,397635,390261,AFFORDABLE HOME LOANS & CONVEYANCING PTY LTD,39075300711,GEELONG,VIC,3220,2019-10-10,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:39075300711
asic_credit_representative,representative,credit_rep,397708,391237,AFS MORTGAGES PTY LTD,124711146,BURWOOD,VIC,3125,2011-01-07,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:124711146
asic_credit_representative,representative,credit_rep,397808,391237,A1 BROKER GROUP PTY. LTD.,59144530307,GEELONG WEST,VIC,3218,2011-01-01,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:59144530307
asic_credit_representative,representative,credit_rep,398125,387666,VICTORIAN MORTGAGE GROUP PTY LTD,42006110998,MELBOURNE,VIC,3000,2011-03-30,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:42006110998
asic_credit_representative,representative,credit_rep,398999,391237,LENDING SERVICES VICTORIA PTY. LTD.,110065604,GISBORNE,VIC,3437,2011-01-21,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:110065604
asic_credit_representative,representative,credit_rep,400540,246786,ISELECT MORTGAGES PTY LTD,86148217181,DOCKLANDS,VIC,3008,2024-02-14,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:86148217181
asic_credit_representative,representative,credit_rep,400801,389328,PARTNERS LENDING PTY LTD,94108755200,MELBOURNE,VIC,3004,2022-12-09,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:94108755200
asic_credit_representative,representative,credit_rep,402009,246786,J M LENDING PTY. LTD.,86148110687,WANTIRNA SOUTH,VIC,3152,2011-03-17,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:86148110687
asic_credit_representative,representative,credit_rep,403019,389328,MBM MORTGAGE PTY LTD,28149301084,POINT COOK,VIC,3030,2018-02-08,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:28149301084
asic_credit_representative,representative,credit_rep,403574,391237,ASSOCIATED MORTGAGE GROUP PTY. LTD.,148986958,ESSENDON NORTH,VIC,3041,2011-04-15,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:148986958
asic_credit_representative,representative,credit_rep,404776,391237,HOME LOANS FAST PTY LTD,93150299344,CLAYTON,VIC,3168,2016-05-18,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:93150299344
asic_credit_representative,representative,credit_rep,405620,389328,SOLUTION HOME LOANS PTY LTD,11150792671,DONVALE,VIC,3111,2014-04-10,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:11150792671
asic_credit_representative,representative,credit_rep,409090,389328,STRATEGIC FINANCE BROKERS AUSTRALIA PTY LTD,39141601630,MELBOURNE,VIC,3000,2017-08-21,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:39141601630
asic_credit_representative,representative,credit_rep,413359,389087,OPULENT HOME LOANS PTY LTD,58141238084,MULGRAVE,VIC,3170,2011-11-02,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:58141238084
asic_credit_representative,representative,credit_rep,413715,246786,A MORTGAGE BROKER (AUSSIE) PTY LTD,85153820378,MILL PARK,VIC,3082,2011-11-09,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:85153820378
asic_credit_representative,representative,credit_rep,414143,384324,SPECTRUM HOME LOANS PTY LTD,33153208541,WERRIBEE,VIC,3030,2017-06-21,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:33153208541
asic_credit_representative,representative,credit_rep,414684,391237,AOJIN MORTGAGE PTY LTD,11151315472,DONVALE,VIC,3111,2011-12-06,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:11151315472
asic_credit_representative,representative,credit_rep,415263,475302,THE LENDING CENTRE (VIC) PTY. LTD.,141011056,THOMASTOWN,VIC,3074,2015-09-11,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:141011056
asic_credit_representative,representative,credit_rep,415523,387856,F1 MORTGAGE BROKERS PTY. LTD.,76108710185,BOX HILL,VIC,3128,2015-10-30,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:76108710185
asic_credit_representative,representative,credit_rep,415875,389328,SPACIAL HOME LOANS PTY LTD,153941765,BRIGHTON,VIC,3186,2015-05-20,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:153941765
asic_credit_representative,representative,credit_rep,418197,391237,TRUE BLUE HOME LOANS PTY LTD,154650094,LANGWARRIN,VIC,3910,2012-02-29,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:154650094
asic_credit_representative,representative,credit_rep,422387,389328,MASTERS BROKER GROUP PTY LTD,155905507,COLLINGWOOD,VIC,3066,2015-05-13,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:155905507
asic_credit_representative,representative,credit_rep,422736,389328,IMPACT HOME LOANS AND FINANCIAL SERVICES PTY LTD,42156376135,BERWICK,VIC,3806,2012-06-05,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:42156376135
asic_credit_representative,representative,credit_rep,423807,385325,BLUEPRINT MORTGAGE SOLUTIONS PTY LTD,50152083586,KEW,VIC,3101,2012-06-27,,APPR,-37.8203955,145.0025153,3.54,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:50152083586
asic_credit_representative,representative,credit_rep,426308,390222,LENDING CENTRE AUSTRALIA PTY LTD,99660607,PORT MELBOURNE,VIC,3207,2012-08-13,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:99660607
asic_credit_representative,representative,credit_rep,426828,408042,GLOBE HOME LOANS PTY. LTD.,80106279841,KEW EAST,VIC,3102,2012-08-24,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:80106279841
asic_credit_representative,representative,credit_rep,431073,391237,LINX MORTGAGE AUSTRALIA PTY LTD,90160382141,HAWTHORN,VIC,3122,2012-11-19,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:90160382141
asic_credit_representative,representative,credit_rep,432320,391237,KAPROULA MORTGAGE BROKING PTY LTD,160243425,MOONEE PONDS,VIC,3039,2012-12-18,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:160243425
asic_credit_representative,representative,credit_rep,434707,246786,ZINC MORTGAGE ADVICE PTY LTD,27161929497,BRIGHTON,VIC,3186,2013-02-15,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:27161929497
asic_credit_representative,representative,credit_rep,434858,389328,MYFINANCE BROKERS PTY LTD,39162351411,HALLAM,VIC,3803,2013-02-22,,APPR,-37.8142454,144.9631732,0.07,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:39162351411
asic_credit_representative,representative,credit_rep,435362,232706,FDFL LENDING PTY LTD,162124290,DOCKLANDS,VIC,3008,2018-05-10,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:162124290
asic_credit_representative,representative,credit_rep,436144,391237,AUSTRALIAN REAL ESTATE HOME LOANS (HOLDINGS) PTY LTD,156457180,COBURG,VIC,3058,2013-03-15,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:156457180
asic_credit_representative,representative,credit_rep,436415,384704,SQUARED HOME LOANS PTY LTD,38162675050,MELBOURNE,VIC,3004,2013-03-20,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:38162675050
asic_credit_representative,representative,credit_rep,436864,389087,TS FINANCE BROKING PTY LTD,30162136790,GLEN WAVERLEY,VIC,3150,2013-03-28,,,,,,https://data.gov.au/data/dataset/a3b6d445-3a00-409a-8b49-53dc62b823bf/resource/c0129755-efab-4850-b73d-810c71a4bfd6/download/credit_rep_202602.tsv,abn:30162136790
